@relation 14_91

@attribute Store numeric
@attribute Dept numeric
@attribute Date date 'yyyy-MM-dd'
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}

@data
14,91,2010-02-05,162497.78,FALSE
14,91,2010-02-12,78058.28,TRUE
14,91,2010-02-19,99812.11,FALSE
14,91,2010-02-26,110977.72,FALSE
14,91,2010-03-05,116031.38,FALSE
14,91,2010-03-12,107590.14,FALSE
14,91,2010-03-19,98433.36,FALSE
14,91,2010-03-26,89815.09,FALSE
14,91,2010-04-02,103518.43,FALSE
14,91,2010-04-09,92278.55,FALSE
14,91,2010-04-16,97415.03,FALSE
14,91,2010-04-23,104270.67,FALSE
14,91,2010-04-30,98508.28,FALSE
14,91,2010-05-07,112800.59,FALSE
14,91,2010-05-14,97380.31,FALSE
14,91,2010-05-21,99788.35,FALSE
14,91,2010-05-28,98210.03,FALSE
14,91,2010-06-04,100397.34,FALSE
14,91,2010-06-11,105716.67,FALSE
14,91,2010-06-18,98235.28,FALSE
14,91,2010-06-25,92429.66,FALSE
14,91,2010-07-02,103671.32,FALSE
14,91,2010-07-09,99988.15,FALSE
14,91,2010-07-16,99221.11,FALSE
14,91,2010-07-23,95715.53,FALSE
14,91,2010-07-30,92534.04,FALSE
14,91,2010-08-06,111714.08,FALSE
14,91,2010-08-13,98118.27,FALSE
14,91,2010-08-20,100311.56,FALSE
14,91,2010-08-27,94922.1,FALSE
14,91,2010-09-03,103686.93,FALSE
14,91,2010-09-10,108430.65,TRUE
14,91,2010-09-17,97963.91,FALSE
14,91,2010-09-24,92542.18,FALSE
14,91,2010-10-01,91169.79,FALSE
14,91,2010-10-08,113418.68,FALSE
14,91,2010-10-15,98879.73,FALSE
14,91,2010-10-22,96975.96,FALSE
14,91,2010-10-29,94540.56,FALSE
14,91,2010-11-05,109085.42,FALSE
14,91,2010-11-12,97264.08,FALSE
14,91,2010-11-19,91414.64,FALSE
14,91,2010-11-26,82322.61,TRUE
14,91,2010-12-03,85980.7,FALSE
14,91,2010-12-10,104293.67,FALSE
14,91,2010-12-17,88219.96,FALSE
14,91,2010-12-24,97691.35,FALSE
14,91,2010-12-31,78639.29,TRUE
14,91,2011-01-07,110711.42,FALSE
14,91,2011-01-14,99292.69,FALSE
14,91,2011-01-21,92675.81,FALSE
14,91,2011-01-28,89265.75,FALSE
14,91,2011-02-04,115890.42,FALSE
14,91,2011-02-11,105912.67,TRUE
14,91,2011-02-18,97201.14,FALSE
14,91,2011-02-25,96388.2,FALSE
14,91,2011-03-04,106341.3,FALSE
14,91,2011-03-11,102577.23,FALSE
14,91,2011-03-18,94670.5,FALSE
14,91,2011-03-25,86272.9,FALSE
14,91,2011-04-01,92764.5,FALSE
14,91,2011-04-08,108192.39,FALSE
14,91,2011-04-15,93737.26,FALSE
14,91,2011-04-22,96240.57,FALSE
14,91,2011-04-29,72589.73,FALSE
14,91,2011-05-06,103690.61,FALSE
14,91,2011-05-13,85094.35,FALSE
14,91,2011-05-20,91701.93,FALSE
14,91,2011-05-27,83091.12,FALSE
14,91,2011-06-03,79624.52,FALSE
14,91,2011-06-10,98886.58,FALSE
14,91,2011-06-17,88486.86,FALSE
14,91,2011-06-24,83356.36,FALSE
14,91,2011-07-01,82917.53,FALSE
14,91,2011-07-08,90997.65,FALSE
14,91,2011-07-15,87848.98,FALSE
14,91,2011-07-22,80495.27,FALSE
14,91,2011-07-29,79924.24,FALSE
14,91,2011-08-05,97728.65,FALSE
14,91,2011-08-12,89657.48,FALSE
14,91,2011-08-19,83730.39,FALSE
14,91,2011-08-26,97952.46,FALSE
14,91,2011-09-02,68981.8,FALSE
14,91,2011-09-09,101500.47,TRUE
14,91,2011-09-16,84958.86,FALSE
14,91,2011-09-23,87464.02,FALSE
14,91,2011-09-30,82196.43,FALSE
14,91,2011-10-07,111635.07,FALSE
14,91,2011-10-14,93614.42,FALSE
14,91,2011-10-21,88199.47,FALSE
14,91,2011-10-28,85294.8,FALSE
14,91,2011-11-04,97570.72,FALSE
14,91,2011-11-11,93381.04,FALSE
14,91,2011-11-18,83846.04,FALSE
14,91,2011-11-25,76375.51,TRUE
14,91,2011-12-02,81410.3,FALSE
14,91,2011-12-09,101103.17,FALSE
14,91,2011-12-16,85304.23,FALSE
14,91,2011-12-23,87312.36,FALSE
14,91,2011-12-30,66269.19,TRUE
14,91,2012-01-06,102887.12,FALSE
14,91,2012-01-13,88844.78,FALSE
14,91,2012-01-20,91011.68,FALSE
14,91,2012-01-27,80345.56,FALSE
14,91,2012-02-03,97785.66,FALSE
