@relation 35_31

@attribute Store numeric
@attribute Dept numeric
@attribute Date date 'yyyy-MM-dd'
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}

@data
35,31,2010-02-05,5003.92,FALSE
35,31,2010-02-12,4991.5,TRUE
35,31,2010-02-19,5450.88,FALSE
35,31,2010-02-26,4080.46,FALSE
35,31,2010-03-05,4280,FALSE
35,31,2010-03-12,5070.8,FALSE
35,31,2010-03-19,4148.26,FALSE
35,31,2010-03-26,3920.52,FALSE
35,31,2010-04-02,4333.46,FALSE
35,31,2010-04-09,3563.88,FALSE
35,31,2010-04-16,3575,FALSE
35,31,2010-04-23,4062.22,FALSE
35,31,2010-04-30,3462.06,FALSE
35,31,2010-05-07,4029.02,FALSE
35,31,2010-05-14,4091.18,FALSE
35,31,2010-05-21,3787.28,FALSE
35,31,2010-05-28,3740.3,FALSE
35,31,2010-06-04,4099.3,FALSE
35,31,2010-06-11,4975.32,FALSE
35,31,2010-06-18,4250.28,FALSE
35,31,2010-06-25,4830.86,FALSE
35,31,2010-07-02,4646.68,FALSE
35,31,2010-07-09,4934.16,FALSE
35,31,2010-07-16,5080.48,FALSE
35,31,2010-07-23,4675.02,FALSE
35,31,2010-07-30,5181.74,FALSE
35,31,2010-08-06,6555.6,FALSE
35,31,2010-08-13,7429.04,FALSE
35,31,2010-08-20,9168.85,FALSE
35,31,2010-08-27,10347.39,FALSE
35,31,2010-09-03,10889.61,FALSE
35,31,2010-09-10,11801.33,TRUE
35,31,2010-09-17,5592.52,FALSE
35,31,2010-09-24,3090.42,FALSE
35,31,2010-10-01,5277.7,FALSE
35,31,2010-10-08,5288.73,FALSE
35,31,2010-10-15,4227.78,FALSE
35,31,2010-10-22,4915.02,FALSE
35,31,2010-10-29,3830.03,FALSE
35,31,2010-11-05,4830.03,FALSE
35,31,2010-11-12,5089.37,FALSE
35,31,2010-11-19,4088.62,FALSE
35,31,2010-11-26,6295.94,TRUE
35,31,2010-12-03,5584.03,FALSE
35,31,2010-12-10,9450,FALSE
35,31,2010-12-17,11696.34,FALSE
35,31,2010-12-24,15266.94,FALSE
35,31,2010-12-31,2841.62,TRUE
35,31,2011-01-07,3041.14,FALSE
35,31,2011-01-14,3682.16,FALSE
35,31,2011-01-21,3601.04,FALSE
35,31,2011-01-28,3675.78,FALSE
35,31,2011-02-04,3010.96,FALSE
35,31,2011-02-11,3840.78,TRUE
35,31,2011-02-18,4034.55,FALSE
35,31,2011-02-25,4247.53,FALSE
35,31,2011-03-04,3500.33,FALSE
35,31,2011-03-11,3881.83,FALSE
35,31,2011-03-18,4067.18,FALSE
35,31,2011-03-25,3719.02,FALSE
35,31,2011-04-01,3285.39,FALSE
35,31,2011-04-08,3830.83,FALSE
35,31,2011-04-15,3432.59,FALSE
35,31,2011-04-22,3893.81,FALSE
35,31,2011-04-29,3153.27,FALSE
35,31,2011-05-06,3887.56,FALSE
35,31,2011-05-13,3530.35,FALSE
35,31,2011-05-20,4510.7,FALSE
35,31,2011-05-27,3664.62,FALSE
35,31,2011-06-03,3832.53,FALSE
35,31,2011-06-10,3694.06,FALSE
35,31,2011-06-17,3417.32,FALSE
35,31,2011-06-24,3588.39,FALSE
35,31,2011-07-01,3877.96,FALSE
35,31,2011-07-08,3854.96,FALSE
35,31,2011-07-15,3299.19,FALSE
35,31,2011-07-22,4508.23,FALSE
35,31,2011-07-29,4408.97,FALSE
35,31,2011-08-05,5330,FALSE
35,31,2011-08-12,7090.35,FALSE
35,31,2011-08-19,7923.31,FALSE
35,31,2011-08-26,8873.19,FALSE
35,31,2011-09-02,8984.62,FALSE
35,31,2011-09-09,12997.81,TRUE
35,31,2011-09-16,3992.24,FALSE
35,31,2011-09-23,3610.3,FALSE
35,31,2011-09-30,2750.79,FALSE
35,31,2011-10-07,3113.21,FALSE
35,31,2011-10-14,2960.26,FALSE
35,31,2011-10-21,3997.55,FALSE
35,31,2011-10-28,3920.84,FALSE
35,31,2011-11-04,3266.01,FALSE
35,31,2011-11-11,3142.2,FALSE
35,31,2011-11-18,3307.77,FALSE
35,31,2011-11-25,3449.11,TRUE
35,31,2011-12-02,3682.48,FALSE
35,31,2011-12-09,4865.03,FALSE
35,31,2011-12-16,5931.85,FALSE
35,31,2011-12-23,9191.7,FALSE
35,31,2011-12-30,4227.54,TRUE
35,31,2012-01-06,2893.34,FALSE
35,31,2012-01-13,2341.77,FALSE
35,31,2012-01-20,3376.52,FALSE
35,31,2012-01-27,3002.56,FALSE
35,31,2012-02-03,2623.88,FALSE
35,31,2012-02-10,3177.97,TRUE
35,31,2012-02-17,2616.89,FALSE
35,31,2012-02-24,2829.76,FALSE
35,31,2012-03-02,2344.68,FALSE
35,31,2012-03-09,2752.44,FALSE
35,31,2012-03-16,2510.54,FALSE
35,31,2012-03-23,2293.78,FALSE
35,31,2012-03-30,2311.09,FALSE
35,31,2012-04-06,2620.01,FALSE
35,31,2012-04-13,2520.04,FALSE
35,31,2012-04-20,2315.75,FALSE
35,31,2012-04-27,2341.48,FALSE
35,31,2012-05-04,2664.15,FALSE
35,31,2012-05-11,3480.9,FALSE
35,31,2012-05-18,3521.56,FALSE
35,31,2012-05-25,3851.98,FALSE
35,31,2012-06-01,3020.75,FALSE
35,31,2012-06-08,3592.89,FALSE
35,31,2012-06-15,3334.21,FALSE
35,31,2012-06-22,3059.58,FALSE
35,31,2012-06-29,3381.03,FALSE
35,31,2012-07-06,3220.86,FALSE
35,31,2012-07-13,4301.27,FALSE
35,31,2012-07-20,4261.07,FALSE
35,31,2012-07-27,4791.35,FALSE
35,31,2012-08-03,6262.88,FALSE
35,31,2012-08-10,6434.05,FALSE
35,31,2012-08-17,7928.06,FALSE
35,31,2012-08-24,7569.29,FALSE
35,31,2012-08-31,9938.52,FALSE
35,31,2012-09-07,10181.42,TRUE
35,31,2012-09-14,3849.66,FALSE
35,31,2012-09-21,3257.51,FALSE
35,31,2012-09-28,3031.86,FALSE
35,31,2012-10-05,4001.93,FALSE
35,31,2012-10-12,3870.71,FALSE
35,31,2012-10-19,4379.48,FALSE
35,31,2012-10-26,3621.67,FALSE
