@relation 41_8

@attribute Store numeric
@attribute Dept numeric
@attribute Date date 'yyyy-MM-dd'
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}

@data
41,8,2010-02-05,33626.8,FALSE
41,8,2010-02-12,29875.96,TRUE
41,8,2010-02-19,29638.49,FALSE
41,8,2010-02-26,30525.3,FALSE
41,8,2010-03-05,32971.01,FALSE
41,8,2010-03-12,30709.3,FALSE
41,8,2010-03-19,28803.07,FALSE
41,8,2010-03-26,30358.96,FALSE
41,8,2010-04-02,33728.61,FALSE
41,8,2010-04-09,30330.15,FALSE
41,8,2010-04-16,31032.63,FALSE
41,8,2010-04-23,29613.67,FALSE
41,8,2010-04-30,31772.84,FALSE
41,8,2010-05-07,31485.14,FALSE
41,8,2010-05-14,30402.62,FALSE
41,8,2010-05-21,29882.61,FALSE
41,8,2010-05-28,31958.18,FALSE
41,8,2010-06-04,30273.96,FALSE
41,8,2010-06-11,29039.57,FALSE
41,8,2010-06-18,30459.89,FALSE
41,8,2010-06-25,29260.58,FALSE
41,8,2010-07-02,32193.29,FALSE
41,8,2010-07-09,30694.75,FALSE
41,8,2010-07-16,31237.41,FALSE
41,8,2010-07-23,29258.92,FALSE
41,8,2010-07-30,30089.92,FALSE
41,8,2010-08-06,33306.68,FALSE
41,8,2010-08-13,29409.47,FALSE
41,8,2010-08-20,31947.36,FALSE
41,8,2010-08-27,29578.93,FALSE
41,8,2010-09-03,31936.78,FALSE
41,8,2010-09-10,31829.19,TRUE
41,8,2010-09-17,30341.64,FALSE
41,8,2010-09-24,30036.3,FALSE
41,8,2010-10-01,30467.36,FALSE
41,8,2010-10-08,32831.25,FALSE
41,8,2010-10-15,31592.19,FALSE
41,8,2010-10-22,31439.71,FALSE
41,8,2010-10-29,31759.04,FALSE
41,8,2010-11-05,32255.95,FALSE
41,8,2010-11-12,33259.31,FALSE
41,8,2010-11-19,34465.05,FALSE
41,8,2010-11-26,35219.87,TRUE
41,8,2010-12-03,33057.32,FALSE
41,8,2010-12-10,35605.53,FALSE
41,8,2010-12-17,40591.55,FALSE
41,8,2010-12-24,55168.2,FALSE
41,8,2010-12-31,28177.41,TRUE
41,8,2011-01-07,35016.85,FALSE
41,8,2011-01-14,32192.98,FALSE
41,8,2011-01-21,33173.3,FALSE
41,8,2011-01-28,30170.83,FALSE
41,8,2011-02-04,35864.62,FALSE
41,8,2011-02-11,32812.12,TRUE
41,8,2011-02-18,35214.24,FALSE
41,8,2011-02-25,32896.33,FALSE
41,8,2011-03-04,35936.6,FALSE
