@relation 6_16

@attribute Store numeric
@attribute Dept numeric
@attribute Date date 'yyyy-MM-dd'
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}

@data
6,16,2010-02-05,11819.17,FALSE
6,16,2010-02-12,11118.67,TRUE
6,16,2010-02-19,18668.96,FALSE
6,16,2010-02-26,16650.92,FALSE
6,16,2010-03-05,30437.18,FALSE
6,16,2010-03-12,38650.5,FALSE
6,16,2010-03-19,51103.29,FALSE
6,16,2010-03-26,37527.31,FALSE
6,16,2010-04-02,60799.86,FALSE
6,16,2010-04-09,56726.3,FALSE
6,16,2010-04-16,51873.65,FALSE
6,16,2010-04-23,53012.56,FALSE
6,16,2010-04-30,56361.64,FALSE
6,16,2010-05-07,57464.01,FALSE
6,16,2010-05-14,43684.68,FALSE
6,16,2010-05-21,45454.54,FALSE
6,16,2010-05-28,49903.45,FALSE
6,16,2010-06-04,57999.27,FALSE
6,16,2010-06-11,42471.55,FALSE
6,16,2010-06-18,43339.18,FALSE
6,16,2010-06-25,43607.14,FALSE
6,16,2010-07-02,39975.51,FALSE
6,16,2010-07-09,40212.6,FALSE
6,16,2010-07-16,38219.88,FALSE
6,16,2010-07-23,38558.52,FALSE
6,16,2010-07-30,28865.86,FALSE
6,16,2010-08-06,31131.13,FALSE
6,16,2010-08-13,26313.72,FALSE
6,16,2010-08-20,22185.79,FALSE
6,16,2010-08-27,22111.05,FALSE
6,16,2010-09-03,22570.52,FALSE
6,16,2010-09-10,19439.64,TRUE
6,16,2010-09-17,19846.97,FALSE
6,16,2010-09-24,18255.66,FALSE
6,16,2010-10-01,19704.06,FALSE
6,16,2010-10-08,14504.15,FALSE
6,16,2010-10-15,9143.04,FALSE
6,16,2010-10-22,7826.68,FALSE
6,16,2010-10-29,6412.63,FALSE
6,16,2010-11-05,5950.69,FALSE
6,16,2010-11-12,6223.7,FALSE
6,16,2010-11-19,5212.09,FALSE
6,16,2010-11-26,6327.44,TRUE
6,16,2010-12-03,4151.79,FALSE
6,16,2010-12-10,3627.32,FALSE
6,16,2010-12-17,4466.99,FALSE
6,16,2010-12-24,5610.04,FALSE
6,16,2010-12-31,4254.43,TRUE
6,16,2011-01-07,4393.68,FALSE
6,16,2011-01-14,5725.19,FALSE
6,16,2011-01-21,5825.44,FALSE
6,16,2011-01-28,11322.43,FALSE
6,16,2011-02-04,12439.49,FALSE
6,16,2011-02-11,13944.42,TRUE
6,16,2011-02-18,19565.57,FALSE
6,16,2011-02-25,25332.25,FALSE
6,16,2011-03-04,36494.82,FALSE
6,16,2011-03-11,38129.1,FALSE
6,16,2011-03-18,48059.99,FALSE
6,16,2011-03-25,49567.33,FALSE
6,16,2011-04-01,48083.87,FALSE
6,16,2011-04-08,55421.94,FALSE
6,16,2011-04-15,45860.41,FALSE
6,16,2011-04-22,48101.28,FALSE
6,16,2011-04-29,40985.33,FALSE
6,16,2011-05-06,40853.6,FALSE
6,16,2011-05-13,40105.29,FALSE
6,16,2011-05-20,42684.88,FALSE
6,16,2011-05-27,45490.87,FALSE
6,16,2011-06-03,51003.31,FALSE
6,16,2011-06-10,44538.94,FALSE
6,16,2011-06-17,42645.94,FALSE
6,16,2011-06-24,39661.8,FALSE
6,16,2011-07-01,45881.29,FALSE
6,16,2011-07-08,40767.47,FALSE
6,16,2011-07-15,31482.23,FALSE
6,16,2011-07-22,31723.81,FALSE
6,16,2011-07-29,30701.7,FALSE
6,16,2011-08-05,29518.72,FALSE
6,16,2011-08-12,24351.76,FALSE
6,16,2011-08-19,21738.4,FALSE
6,16,2011-08-26,21193.33,FALSE
6,16,2011-09-02,21397.92,FALSE
6,16,2011-09-09,21338.78,TRUE
6,16,2011-09-16,17213.41,FALSE
6,16,2011-09-23,14994.4,FALSE
6,16,2011-09-30,15793.87,FALSE
6,16,2011-10-07,13622.5,FALSE
6,16,2011-10-14,11301.04,FALSE
6,16,2011-10-21,10969.98,FALSE
6,16,2011-10-28,8468.02,FALSE
6,16,2011-11-04,7784.27,FALSE
6,16,2011-11-11,6940.47,FALSE
6,16,2011-11-18,6689.75,FALSE
6,16,2011-11-25,9610.9,TRUE
6,16,2011-12-02,4750.01,FALSE
6,16,2011-12-09,5038.94,FALSE
6,16,2011-12-16,6237.73,FALSE
6,16,2011-12-23,6595.19,FALSE
6,16,2011-12-30,7157.24,TRUE
6,16,2012-01-06,8839.19,FALSE
6,16,2012-01-13,8608.14,FALSE
6,16,2012-01-20,12725.26,FALSE
6,16,2012-01-27,14813.17,FALSE
6,16,2012-02-03,18733.02,FALSE
6,16,2012-02-10,20466.72,TRUE
6,16,2012-02-17,17710.58,FALSE
6,16,2012-02-24,29449.83,FALSE
6,16,2012-03-02,35370.82,FALSE
6,16,2012-03-09,44634.75,FALSE
6,16,2012-03-16,43870.25,FALSE
6,16,2012-03-23,45985.7,FALSE
6,16,2012-03-30,54718.58,FALSE
6,16,2012-04-06,70483.95,FALSE
