@relation 29_87

@attribute Store numeric
@attribute Dept numeric
@attribute Date date 'yyyy-MM-dd'
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}

@data
29,87,2010-02-05,8979.39,FALSE
29,87,2010-02-12,8162.53,TRUE
29,87,2010-02-19,8447.13,FALSE
29,87,2010-02-26,9487.64,FALSE
29,87,2010-03-05,9218,FALSE
29,87,2010-03-12,8043.18,FALSE
29,87,2010-03-19,8347.79,FALSE
29,87,2010-03-26,7738.6,FALSE
29,87,2010-04-02,8306.56,FALSE
29,87,2010-04-09,8480.84,FALSE
29,87,2010-04-16,8435.55,FALSE
29,87,2010-04-23,7564.99,FALSE
29,87,2010-04-30,7573.86,FALSE
29,87,2010-05-07,6798.48,FALSE
29,87,2010-05-14,7576.71,FALSE
29,87,2010-05-21,6706.3,FALSE
29,87,2010-05-28,8738.14,FALSE
29,87,2010-06-04,9083.7,FALSE
29,87,2010-06-11,7926.73,FALSE
29,87,2010-06-18,7465.83,FALSE
29,87,2010-06-25,9046.52,FALSE
29,87,2010-07-02,8759.11,FALSE
29,87,2010-07-09,9069.77,FALSE
29,87,2010-07-16,9008.03,FALSE
29,87,2010-07-23,8903.88,FALSE
29,87,2010-07-30,11309.04,FALSE
29,87,2010-08-06,10550.8,FALSE
29,87,2010-08-13,8684.42,FALSE
29,87,2010-08-20,8564.81,FALSE
29,87,2010-08-27,9861.7,FALSE
29,87,2010-09-03,11111.65,FALSE
29,87,2010-09-10,8253.38,TRUE
29,87,2010-09-17,9394.7,FALSE
29,87,2010-09-24,8528.01,FALSE
29,87,2010-10-01,9786.21,FALSE
29,87,2010-10-08,9284.24,FALSE
29,87,2010-10-15,9255.08,FALSE
29,87,2010-10-22,8777.1,FALSE
29,87,2010-10-29,8812.04,FALSE
29,87,2010-11-05,7992.95,FALSE
29,87,2010-11-12,9949.51,FALSE
29,87,2010-11-19,7807.11,FALSE
29,87,2010-11-26,9692.72,TRUE
29,87,2010-12-03,8380.43,FALSE
29,87,2010-12-10,9443.94,FALSE
29,87,2010-12-17,11848.78,FALSE
29,87,2010-12-24,15817.86,FALSE
29,87,2010-12-31,7430.15,TRUE
29,87,2011-01-07,9209.14,FALSE
29,87,2011-01-14,6875.52,FALSE
29,87,2011-01-21,8317.9,FALSE
29,87,2011-01-28,7404.83,FALSE
29,87,2011-02-04,9723.1,FALSE
29,87,2011-02-11,10287.98,TRUE
29,87,2011-02-18,9901.48,FALSE
29,87,2011-02-25,7847.49,FALSE
29,87,2011-03-04,11161.37,FALSE
29,87,2011-03-11,9330.71,FALSE
29,87,2011-03-18,8876.5,FALSE
29,87,2011-03-25,8311.19,FALSE
29,87,2011-04-01,8150.67,FALSE
29,87,2011-04-08,9334.6,FALSE
29,87,2011-04-15,8045.68,FALSE
29,87,2011-04-22,8786.12,FALSE
29,87,2011-04-29,8141.31,FALSE
29,87,2011-05-06,9060.15,FALSE
29,87,2011-05-13,8409.66,FALSE
29,87,2011-05-20,7890.43,FALSE
29,87,2011-05-27,8736.62,FALSE
29,87,2011-06-03,9938.54,FALSE
29,87,2011-06-10,9742.69,FALSE
29,87,2011-06-17,8829.15,FALSE
29,87,2011-06-24,9604.16,FALSE
29,87,2011-07-01,9480.26,FALSE
29,87,2011-07-08,9374.65,FALSE
29,87,2011-07-15,8426.28,FALSE
29,87,2011-07-22,8169.8,FALSE
29,87,2011-07-29,9169.23,FALSE
29,87,2011-08-05,11411.8,FALSE
29,87,2011-08-12,9522.8,FALSE
29,87,2011-08-19,8783.22,FALSE
29,87,2011-08-26,10266.71,FALSE
29,87,2011-09-02,13278.56,FALSE
29,87,2011-09-09,9669.42,TRUE
29,87,2011-09-16,9075.37,FALSE
29,87,2011-09-23,8238.97,FALSE
29,87,2011-09-30,8575.76,FALSE
29,87,2011-10-07,8403.93,FALSE
29,87,2011-10-14,9782.44,FALSE
29,87,2011-10-21,9042.02,FALSE
29,87,2011-10-28,7067.7,FALSE
29,87,2011-11-04,12866.44,FALSE
29,87,2011-11-11,7438.76,FALSE
29,87,2011-11-18,8838.76,FALSE
29,87,2011-11-25,11933.01,TRUE
29,87,2011-12-02,10048.38,FALSE
29,87,2011-12-09,8742.88,FALSE
